Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size,LLM_C1,LLM_C2,LLM_C3,LLM_C4,LLM_C5,LLM_C6,LLM_Note,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,ICP_Blended_Weighted_Score,LLM_Blend_Alpha,LLM_Model,Step8_Reject_Tags,Step8_Dedupe_Winner_Company,Step8_Dedupe_Basis
Marc Loire Fashions Limited,"Plot No. 426/1, First Floor, Rani Khera Road, Village Mundaka, West Delhi, Delhi, India, 110041. Vasant Kuber Soni Company Secretary & Compliance Officer Email ID: csvasant@marcloire.in Tel No: +91 62009 62002 https://marcloire.com/ NAMES OF PROMOTERS OF THE COMPANY Mr. Arvind Ka...",unspecified_see_drhp,https://marcloire.com/; www.finshoregroup.com; www.maashitla.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Mr. Arvind Kamboj,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,5,83,80.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,5.0,5.0,5.0,80.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
Markolines Traffic Controls Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Parag Sudhir Jagdale; Mr. Sanjay Bhanudas Patil; Mr. Karan Atul Bora,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Maruti Interior Products Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Deepali Malpani; Mr. Paresh P. Lunagaria; Mr. Purushotam R. Lunagaria THE ISSUE PUBLIC; Mr. Purushotam R. Lunagaria Promoter Group Such; Mr. Nirmal P. Lunagaria Company Secretary; Ms. Deepali Malpani Director,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Max Supreme Textiles Ltd,"of our company, please see “History and Certain Corporate Matters” beginning on page139",unspecified_see_drhp,www.fedsec.in; www.kfintech.com; www.maxsupremetextiles.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,2,33,35.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,5.0,35.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Mayank Cattle Food Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mrs. Payalben Mrugesh Pandya Company Secretary; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Mr. Ankit Bharatbhai Vachhani; Mrs. Payalben Mrugesh Pandya,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Meera Industries Ltd,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Bhavisha K. Khakhkhar; Mr. Dharmesh V. Desai; Mrs. Bijal D. Desai. Promoter Group Such,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Mehul Colours Limited,"TELEPHONE WEBSITE Unit No - A 305,306, Kemp Plaza, Link Road, Chincholi Bunder Road, Mind Space, Near Evershine Mall, Malad West, Mumbai, Maharashtra - 400064 Shilpa Karan Mehta, Company Secretary & Compliance Officer E-mail: info@mehulcolours.com Tel No: +91-22-2872 3555 / 2872 ...",unspecified_see_drhp,https://serencapital.in/; https://www.mehulcolours.com; www.bigshareonline.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,facility expansion,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|facility_expansion,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,45.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,5.0,45.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Recode Studios Limited,website_host
Meson Valves India Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: BRIJESH MADHAV MANERIKAR; SWAROOP RAGHUVIR NATEKAR; Mr. Parth Shah; Ms. Kritika Rupda E-mail,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Mish Designs Limited,"“we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company",unspecified_see_drhp,www.afsl.co.in; www.bigshareonline.com; www.kfintech.com; www.mishindia.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,0.0,5.0,5.0,55.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Misquita Engineering Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Bhawini Surana; Mr. Thomas Constance Avinash Misquita; Ms. Gail Lucia Misquita Promoter Group Persons; Mr. Thomas Constance Avinash Misquita Stakeholders,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Mittal Sections Limited,with the Registrar of Companies,unspecified_see_drhp,www.bigshareonline.com; www.mittalsectionslimited.com; www.wealthminenetworks.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Hirenkumar Babubahi Patel PROMOTERS OF,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Seemax Resources Limited,website_host
Modern Diagnostic & Research Centre Limited,PDF parse error: PdfStreamError,unknown,,unknown,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Modi's Navnirman Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Mopshop Distribution Limited,Registered Office: Gala No,unspecified_see_drhp,www.cameoindia.com; www.kslindia.com; www.mopshop.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SJP ULTRASONICS LIMITED,website_host
Msafe Equipments Limited,"Central Registration Centre August 19, 2019 Valid till Cancelled 2",Manufacturing / Industrial,https://serencapital.in/; www.maashitla.com; www.msafegroup.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,facility expansion,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U29309DL2019PLC353936,"the business of manufacturing, sales and rental of access and height-safety equipments, primarily",no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capacity_expansion_tailwind|facility_expansion,1,manufacturer_or_industrial_segment,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,55.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,5.0,0.0,0.0,0.0,5.0,5.0,55.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Recode Studios Limited,website_host
N R GOLD LIMITED,"Bldg., 18/22 Shaikh Memon Street, Kalbadevi , Mumbai, Maharashtra , 400002 India Promoters Sanjay Jain, Rinku Jain and Barbelo Estates LLP Promoter Group Companies, individuals and entities (other than companies) as defined under Regulation 2 sub-regulation (pp) of the SEBI ICDR ...",unspecified_see_drhp,www.ifinservices.in; www.nrgold.com; www.skylinerta.com; www.wealthminenetworks.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Could not download DRHP PDF/ZIP for promoter extraction.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Seemax Resources Limited,website_host
Nanavati Ventures Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Mr. Pankaj Valjibhai Pandav; Mrs. Kashmira Hemantkumar Nanavati; Mr. Shreykumar Hasmukhbhai Sheth; Ms. Vaishnavi Hemantkumar Nanavati Promoter Group Includes; Mr. Yashkumar Sarjubhai Trivedi,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
NAPS Global India Limited,"“we”, “us” or “our” Unless the context otherwise indicates or implies, refers to our Company",unspecified_see_drhp,www.afsl.co.in; www.cameoindia.com; www.napsglobalindia.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Narmadesh Brass Industries Limited,"of our Company is U24209GJ2023PLC145839. For further details, please refer to chapter titled “",unspecified_see_drhp,www.afsl.co.in; www.kfintech.com; www.narmadeshbrass.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Hetal Vachhani Company Secretary; Mr. Hitesh Dudhagara; Mrs. Ronak Dudhagara DETAILS OF OFFER TYPE; Mrs. Ronak Dudhagara; Mrs. Ronak Dudhagara THE OFFER INITIAL PUBLIC; Mr. Hitesh Dudhagara MOA; Mr. Krish Dudhagara; Mrs. Ronak Dudhagara Promoters Group Such; Mrs. Ronak Dudhagara Stakeholders,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U24209GJ2023PLC145839,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
Naturewings Holidays Limited,"DGK- 417, 4th Floor, DLF Galleria Building, Newtown, Kolkata North 24 Parganas New Town - 700156, West Bengal, India Tel No. / Mob No: +91 931317505;",unspecified_see_drhp,www.bigshareonline.com; www.fedsec.in; www.naturewings.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Aniket Chindarkar SEBI Registration No,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,60.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,5.0,60.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Shine Fashions (India) Limited,website_host
NATURO INDIABULL LIMITED,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,DRHP: Ms. Shalini Joshi; Ms. Jyoti Choudhary; Mr. Gaurav Jain DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Telephone; Ms. Shanti Gopalkrishnan Telephone; Ms. JYOTI CHOUDHARY; Mr. GAURAV JAIN THE ISSUE INITIAL PUBLIC; Mr. Gaurav Jain; Mr. Rahul Khurana,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,30.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,0.0,30.0,0.0,rules_only,no_website_url,,
Navkkar Gold & Diamond Limited,"Registered Office: SCO 19, Sector 34C, Sector 34(Chandigarh), Chandigarh -160022 India; Tel",unspecified_see_drhp,www.navkkarjewellers.com; www.skylinerta.com; www.wealthminenetworks.com,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Chirag Bharatbhai Ghataliya; Mr. Vivek Jain; Mrs. Taruna Jain; Ms. Muskan Jain; Ms. Dhawani Jain; Mr. Jinesh Jain; Mr. Yogesh Jain; Mr. Vivek Jain March; Mr. Yogesh Jain Negligible Negligible July; Mr. Jinesh Jain Negligible Negligible July,subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|subsidiary|group_structure,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,3,50,40.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,5.0,5.0,0.0,40.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Seemax Resources Limited,website_host
Navoday Enterprises Limited,"Maharashtra, on August 20, 2020. For details of changes in registered office please refer “History and Certain Other Corporate Matters’ on page 73.",unspecified_see_drhp,www.inventuremerchantbanker.com; www.navodayenterprise.com; www.satellitecorporate.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,5.0,0.0,5.0,5.0,65.0,0.0,rules_only,duplicate_dedupe|basis:website_host,CREATEROI FINANCIAL CONSULTANCY LIMITED,website_host
Neopolitan Pizza Limited,"of the Company was situated at 104, Ashwamegh Avenue, Nr",unspecified_see_drhp,https://tcagroup.in; www.bigshareonline.com; www.neopolitanpizza.in,Extract from restated financials in DRHP (pattern not matched).,no_structured_differentiation_tag,DRHP: Mr. Mukund Purohit; Mrs. Arti Mukund Purohit ADDENDUM TO; Mrs. Arti Mukund Purohit DETAILS OF OFFER; Mrs. Arti Mukund Purohit,No explicit expansion/hiring/certification keywords in sampled pages — check MD&A / risk factors in full DRHP.,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|workforce_scaling_signal|no_explicit_expansion|hiring|certification_keywords_in_sampled_pages_—_check_md&a|risk_factors_in_full_drhp,0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,3,50,50.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,5.0,5.0,5.0,50.0,0.0,rules_only,duplicate_dedupe|basis:website_host,STITCHED TEXTILES LIMITED,website_host
Netanalytiks Technologies Limited,"91 Springboard Gopala Krishna, Complex No",unspecified_see_drhp,www.finshoregroup.com; www.integratedregistry.in; www.netanalytiks.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Mr. Shankara Anantharamaiah Chilkunda,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,5.0,5.0,5.0,5.0,70.0,0.0,rules_only,duplicate_dedupe|basis:website_host,SK International Export Limited,website_host
New Swan Multitech Limited,Little or no extractable text (likely scanned PDF — needs OCR).,unknown,,unknown,no_structured_differentiation_tag,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,Not assessed (no machine-readable text).,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|not_assessed_(no_machine-readable_text),0,not_classified_manufacturer,0,weak_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,1,17,15.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,rules_only,no_website_url,,
Nexxus Petro Industries Limited,"B-811 Swati Trinity, Applewood Township Sanathal Sanand, Sarkhej, Ahmedabad, Dascroi, Gujarat, India, 382210",unspecified_see_drhp,www.kfintech.com; www.nexxusgroup.co.in; www.srujanalpha.com,Extract from restated financials in DRHP (pattern not matched).,rnd_mention,Could not download DRHP PDF/ZIP for promoter extraction.,backward integration,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,rnd_mention|bse_sme_ipo_drhp_pipeline|backward_integration,0,not_classified_manufacturer,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,0,weak_growth_signal,2,33,25.0,2,0,0,0,0,0,0,rules_only_no_llm_balance,0.0,5.0,0.0,0.0,5.0,0.0,25.0,0.0,rules_only,duplicate_dedupe|basis:website_host,Popular Foundations limited,website_host
