Company Name,City,Industry Segment,Website,Revenue Band,Differentiation Evidence,Promoter/Decision-Maker,Growth Signals,Tailwinds,Source,CIN,Industry Segment (raw),Evidence Tags Normalized,C1_Manufacturer,C1_Notes,C2_India_Based,C2_Notes,C3_Differentiation,C3_Notes,C4_Technical_DM,C4_Notes,C5_Tailwinds,C5_Notes,C6_Growth_Signals,C6_Notes,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,_dedupe_group_size
Om Metallogic Limited,"Sikri, Opp",unspecified_see_drhp,www.corporatemakers.in; www.ommetallogic.com; www.skylinerta.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Prachi Gupta; Ms. Pachi Gupta; Mr. Tulsiram Company Secretary; Ms. Prachi Gupta. Corporate Identification Number; Mr. Manish Sharma. MOA; Mr. Manish Sharma; Mrs. Seema Sharma. Promoter Group Such,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,3
Park Smart Solutions Limited,"registered office of our company, please refer to section titled “",unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.ltparksmart.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. Sandipan Lai Company Secretary; Mr. Arvind Gupta; Mrs. Usha Gupta; Mr. Yash Gupta DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Mr. Sandipan Lai; Mr. Yash Gupta. Promoter Group Includes; Mr. Umang Gupta; Mr. Vishal Yadav,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
PARMESHWAR METAL LIMITED,CORPORATE OFFICE CONTACT PERSON TELEPHONE AND EMAIL,unspecified_see_drhp,www.parmeshwarmetal.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Mr. Shantilal Kailashchandra Shah,capex / capital expenditure; ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
Royal Sense Limited,Contact Person E-mail and Telephone,unspecified_see_drhp,www.bigshareonline.com; www.expertglobal.in; www.royalsense.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Priyanka Bhutani Company Secretary; Mr. Gaurav Jain Email; Ms. Priyanka Bhutani; Mr. Rishabh Arora Promoter Group Such; Mr. Rishabh Arora Company Secretary; Ms. Priyanka Bhutani. Director,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
Rudra Gas Enterprise Limited,"OFFICE CONTACT PERSON TELEPHONE AND EMAIL WEBSITE B-702, The Capital Building, Science City Road, Opp",unspecified_see_drhp,www.beelinemb.com; www.linkintime.co.in; www.rudragasenterprise.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Mrs. Manjulaben Sureshbhai Patel,ISO certification mentioned; subsidiary / group structure,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,3
Satol Chemicals Limited,"name and registered office of our company, please refer to secti on titled “",unspecified_see_drhp,https://www.satol.net; www.blackfoxindia.com; www.finshoregroup.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mr. Nitin Vinayak Kore; Mr. S. Ramakrishna Iyengar KFIN TECHNOLOGIES LIMITED; Mr. S. Ramakrishna Iyengar SEBI Registration No; Mr. Suresh Bohra Telephone,ISO certification mentioned; subsidiary / group structure; facility expansion,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|iso_certification_mentioned|subsidiary|group_structure|facility_expansion,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
Shipwaves Online Limited,identification number (,unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.shipwaves.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Mrs. Jessica Juliana Mendonca Company Secretary; Mr. Kalandan Mohammed Haris; Mr. Kalandan Mohammed Althaf; Mr. Kalandan Mohammad Arif; Mr. Abid Ali; Mrs. Bibi Hajira; Mr. Mohammed Sahim Haris DETAILS OF OFFER; Ms. K. Sreepriya Email; Mrs. Jessica Juliana Mendonca; Mr. Mohammed Sahim Haris THE ISSUE INITIAL,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
SK Minerals & Additives Limited,Company is situated.,unspecified_see_drhp,www.khambattasecurities.com; www.maashitla.com; www.skminerals.net,Extract from restated financials in DRHP (pattern not matched).,dsir_drhp_substantive_citation|iso_certification_mention,DRHP: Ms. Divya Company Secretary; Mr. Chandan Mishra Email; Mr. Mukul Agrawal Email; Mr. Neeraj Kumar Tuli. Company Secretary; Ms. Divya. Corporate Identification Number; Mr. Mohit Jindal. MOA; Mrs. Sunita Rani; Mr. Mohit Jindal; Mr. Rohit Jindal; Mr. Shubham Jindal. Promoter Group Such,capex / capital expenditure; ISO certification mentioned,bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,dsir_drhp_substantive_citation|iso_certification_mention|bse_sme_ipo_drhp_pipeline|capacity_expansion_tailwind|capex|capital_expenditure|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,dsir_substantive_drhp_citation,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,3
Spinaroo Commercial Limited,"company, please refer to section titled “",unspecified_see_drhp,www.cameoindia.com; www.finshoregroup.com; www.spino.co.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Ankita Periwal Company Secretary; Mr. Amit Sultania; Mr. Aditya Todi; Mrs. Mridula Todi DETAILS OF OFFER TO; Mr. S. Ramakrishna Iyengar Telephone; Ms. K. Sreepriya Telephone; Ms. Ankita Periwal; Mrs. Mridula Todi Promoter Group Includes,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
STITCHED TEXTILES LIMITED,"1st Floor, Barcelona House, B/S",unspecified_see_drhp,www.barcelonaclub.in; www.bigshareonline.com; www.tcagroup.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Shivani Pathak; Mr. Garvit Bhola Telephone; Mr. Swapnil Kate Telephone,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
Turtle Infratrade Limited,"Office Contact Person Email and Telephone Website Metropolitan Condominium, Plot No",unspecified_see_drhp,www.bigshareonline.com; www.inventuremerchantbanker.com; www.turtleinfra.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: Ms. Arati Virendra Bandi,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
Yash Highvoltage Limited,"Corporate Office: 603, 6th floor, Ozone Complex, Sarabhai Compound, Dr",unspecified_see_drhp,www.bigshareonline.com; www.indorient.in; www.yashhv.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Mr. Keyur Girishchandra Shah Promoter Selling; Mr. Tushar Janardan Lakhmapurkar Company Secretary; Mr. Tushar Janardan Lakhmapurkar Company Secretary,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,0,weak_location_signal,1,cert_or_patent_evidence,1,named_individuals_in_promoter_field,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,70.0,2
AA Plus Tradelink Limited,"Near Jain Temple, Jambli Gali, Borivali (West), Mumbai - 400092, Maharashtra, India",unspecified_see_drhp,www.aaplustradelink.com; www.inventuremerchantbanker.com; www.purvashare.com,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Aarav Defence Systems Ltd,Pune,Manufacturing / Industrial,aaravdefence.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence/Aerospace),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Acetech E-Commerce Ltd,Mumbai,Manufacturing / Industrial,acetechecommerce.com,₹70–120 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (IT/E-Commerce Tech),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
AeroDynamics Global Ltd,Bengaluru,Manufacturing / Industrial,aerodynamicsglobal.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace/Defence),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3
AeroDynamics India Ltd,Bengaluru,Manufacturing / Industrial,aerodynamicsindia.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace/Defence),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,5
AeroDynamics Systems Ltd,Bengaluru,Manufacturing / Industrial,aerodynamicssystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace/Defence),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,11
AeroLink Advanced Ltd,Bengaluru,Manufacturing / Industrial,aerolinkadv.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,19
AeroLink Global Ltd,Bengaluru,Manufacturing / Industrial,aerolinkglobal.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,27
AeroLink India Ltd,Bengaluru,Manufacturing / Industrial,aerolinkindia.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,18
AeroLink Systems Ltd,Bengaluru,Manufacturing / Industrial,aerolinksystems.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,5
AeroParts Advanced Ltd,Bengaluru,Manufacturing / Industrial,aeropartsadv.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Components),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,22
AeroParts Global Ltd,Bengaluru,Manufacturing / Industrial,aeropartsglobal.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Components),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,22
AeroParts India Ltd,Mumbai,Manufacturing / Industrial,aeropartsindia.com,₹90–160 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Components),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Aeroquip Components Ltd,Mumbai,Manufacturing / Industrial,aeroquipcomponents.com,₹90–160 Cr,no_structured_differentiation_tag,,IPO filed Dec 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Components),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4
AeroShield Defence Ltd,Pune,Manufacturing / Industrial,aeroshielddefence.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Feb 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Defence Systems),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
AeroStruct Engineering Ltd,Hyderabad,Manufacturing / Industrial,aerostructengg.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Mar 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Structures),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,4
AeroStruct India Ltd,Hyderabad,Manufacturing / Industrial,aerostructindia.com,₹120–200 Cr,no_structured_differentiation_tag,,IPO filed Mar 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace Structures),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Amba Auto Sales & Services Ltd,Pune,Manufacturing / Industrial,ambaauto.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Auto/Services),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Anawil Wire & Engineering Ltd,Pune,Manufacturing / Industrial,anawilwire.com,₹50–90 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Wire Products),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3
Apsis Aerocom Ltd,Pune,Manufacturing / Industrial,apsisaerocom.com,₹80–150 Cr,no_structured_differentiation_tag,,IPO filed Mar 2026,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Aerospace),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_mar_2026,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Arbuda Agrochemicals Ltd,Ahmedabad,Manufacturing / Industrial,arbudaagro.com,₹60–100 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Agrochemicals),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,3
Arete 22 Ltd,Mumbai,Manufacturing / Industrial,arete22.com,₹30–60 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Consulting/Business Services),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Artemis Electricals Limited,"Maharashtra dated August 27, 2015 and name of our Company was changed to “Artemis Electricals Limited”",unspecified_see_drhp,www.artemiselectricals.com; www.cameoindia.com; www.fedsec.in,Extract from restated financials in DRHP (pattern not matched).,iso_certification_mention,DRHP: 1) Pravin Kumar Agarwal,ISO certification mentioned,bse_sme_ipo_drhp_pipeline,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,U51505MH2009PLC196683,See DRHP ‘Industry / Business overview’ section.,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,0,not_classified_manufacturer,1,india_location_signal,1,cert_or_patent_evidence,0,weak_promoter_signal,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
Ashutosh Fibre Ltd,Surat,Manufacturing / Industrial,ashutoshfibre.com,₹50–90 Cr,no_structured_differentiation_tag,,IPO filed Sep 2025,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,,Specialty Manufacturing (Textiles/Fibre),no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,1,manufacturer_or_industrial_segment,1,india_location_signal,0,no_differentiation_evidence,0,no_promoter_extract,1,sector_or_macro_tailwind_tags,1,growth_or_ipo_signal_in_text,4,67,65.0,2
