row_index,company_name,drhp_or_draft_date,drhp_or_draft_document_url
178,SSMD Agrotech India Limited,07/07/2025,https://www.bsesme.com/download/381208/SME_IPO%20InPrinciple/SSMDAGROTECH070725_20250707195039.pdf
179,BAI-KAKAJI POLYMERS LIMITED,30/06/2025,https://www.bsesme.com/download/357169/SME_IPO%20InPrinciple/AddendumwithDRHPBaikakaji_20250904191816.zip
180,Abril Paper Tech Limited,30/06/2025,https://www.bsesme.com/download/362446/SME_IPO%20InPrinciple/Final_addendum_Cum_prospectus_02.08.2025_20250802120241.pdf
181,FCML Distributors Limited,30/06/2025,https://www.bsesme.com/download/361040/SME_IPO%20InPrinciple/FCMLDistributorsLtdDRHP_20250630205634.pdf
182,AIRFLOA RAIL TECHNOLOGY LIMITED,30/06/2025,https://www.bsesme.com/download/342311/SME_IPO%20InPrinciple/Addendum_DRHP_AIRFLOA_20250813131158.pdf
183,JD Cables Limited,30/06/2025,https://www.bsesme.com/download/368954/SME_IPO%20InPrinciple/Addendum_DRHP_20250813182147.pdf
184,PRODOCS SOLUTIONS LIMITED,28/06/2025,https://www.bsesme.com/download/353496/SME_IPO%20InPrinciple/Addendum_to_DRHP_DRHP_20250919173502.pdf
185,Phytochem Remedies (India) Limited,27/06/2025,https://www.bsesme.com/download/314071/SME_IPO%20InPrinciple/DraftProspectusPRIL_20250627200627.pdf
186,KASLIWAL PROJECTS LIMITED,27/06/2025,https://www.bsesme.com/download/391714/SME_IPO%20InPrinciple/DRHP_Kasliwal_20250929122809.pdf
187,Shining Tools Ltd,27/06/2025,https://www.bsesme.com/download/381347/SME_IPO%20InPrinciple/Addendum_DP_STL_20250806161842.pdf
188,K K Silk Mills Limited,26/06/2025,https://www.bsesme.com/download/373122/SME_IPO%20InPrinciple/FinaladdendumDRHP_20250731121219.pdf
189,FourFront Limited,26/06/2025,https://www.bsesme.com/download/340924/SME_IPO%20InPrinciple/DRHP_with_Addendum_20250811104014.pdf
190,Dachepalli Publishers Limited,25/06/2025,https://www.bsesme.com/download/344485/SME_IPO%20InPrinciple/DPLDRAFTPROSPECTUS_merged_20250918171107.pdf
191,Oval Projects Engineering Limited,20/06/2025,https://www.bsesme.com/download/349114/SME_IPO%20InPrinciple/Oval_Projects_Engineering_Limited_Addendum_and_DRHP_20250808154741.pdf
192,GAME CHANGERS TEXFAB LIMITED,20/06/2025,https://www.bsesme.com/download/349939/SME_IPO%20InPrinciple/DRHP_GameChangers_20250813150606.pdf
193,APTUS PHARMA LIMITED,18/06/2025,https://www.bsesme.com/download/341484/SME_IPO%20InPrinciple/DRHP_Aptus__20250618225336.pdf
194,Yajur Fibres Limited,13/06/2025,https://www.bsesme.com/download/398442/SME_IPO%20InPrinciple/DRHPandAddendum_20250829161028_20250902114620.zip
195,Earkart Limited,12/06/2025,https://www.bsesme.com/download/340283/SME_IPO%20InPrinciple/Earkart_Limited_Draft_Prospectus_20250612185930.pdf
196,Workmates Core2Cloud Solution Limited,30/05/2025,https://www.bsesme.com/download/386701/SME_IPO%20InPrinciple/AddendumwithDRHP_20250812141521.pdf
197,Sunsky Logistics Limited,29/05/2025,https://www.bsesme.com/download/362513/SME_IPO%20InPrinciple/DRHP_with_Addendum_20250806155112.pdf
198,Dove Soft Limited,28/05/2025,https://www.bsesme.com/download/391808/SME_IPO%20InPrinciple/DRHP_20250902133554.pdf
199,Neptune Logitek Limited,28/05/2025,https://www.bsesme.com/download/376502/SME_IPO%20InPrinciple/NeptuneLogitekLimitedDraftProspectus_20250528063714.pdf
200,Vyara Tiles Limited,22/05/2025,https://www.bsesme.com/download/388932/AddendumDRHP_Vyara_20250822195007.pdf
201,Systematic Industries Limited,22/05/2025,https://www.bsesme.com/download/353098/SME_IPO%20InPrinciple/SystematicIndustriesLimited_20250918121811.pdf
202,Purple Wave Infocom Limited,21/05/2025,https://www.bsesme.com/download/317978/SME_IPO%20InPrinciple/DRHPPurpleWaveInfocomLimited_20251124182929.pdf
203,L. T. Elevator Limited,18/05/2025,https://www.bsesme.com/download/366639/SME_IPO%20InPrinciple/AddendumwithDRHP_20250710182755_20250718180545.pdf
204,NSB BPO Solutions Limited,17/05/2025,https://www.bsesme.com/download/302582/SME_IPO%20InPrinciple/NSBBPOSOLUTIONSLIMITED_20250517133805.pdf
205,ARC DISTRIBUTORS (I) LIMITED,16/05/2025,"https://www.bsesme.com/download/381768/DRHP%20ARC%20Distributors%20(I)%20limited%20May%2016,%202025_20250516212711.pdf"
206,Dhillon Freight Carrier Limited,16/05/2025,https://www.bsesme.com/download/322620/SME_IPO%20InPrinciple/DP_with_Addendum_BSE_Dhillon_20250813123002.pdf
207,SK Minerals & Additives Limited,15/05/2025,https://www.bsesme.com/download/327260/SME_IPO%20InPrinciple/DRHP_20250515114133.pdf
208,Justo Realfintech Limited,13/05/2025,https://www.bsesme.com/download/350270/SME_IPO%20InPrinciple/AddendumandDRHPJustoRealfintechLimited_20250813120442.pdf
209,Vyara Tiles Limited,12/05/2025,https://www.bsesme.com/download/388932/AddendumDRHP_Vyara_20250822195007.pdf
210,Twinkle Papers limited,09/05/2025,https://www.bsesme.com/download/359535/FinalDRHPTwinklePaperltd_20250509184935.pdf
211,Systematic Industries Limited,09/05/2025,https://www.bsesme.com/download/353098/Systematic%20Industries%20Limited_20250509184707.pdf
212,AJC Jewel Manufacturers Limited,07/05/2025,https://www.bsesme.com/download/383499/DRHP&amp;Addendum_20250606112139.pdf
213,Krupalu Metals Limited,01/05/2025,https://www.bsesme.com/download/313956/DP_Krupalu_With%20Addendum_Final_20250617151949.pdf
214,Justo Realfintech Limited,30/04/2025,https://www.bsesme.com/download/350270/SME_IPO/DRHP_Justo_Realfintech_Limited_20250520175816.pdf
215,Shakti Polytarp Limited,30/04/2025,https://www.bsesme.com/download/314858/SME_IPO/DRHP_Shakti_20250430113835.pdf
216,SK Minerals & Additives Limited,30/04/2025,https://www.bsesme.com/download/327260/DRHP_merged_20250620171851.pdf
217,Dove Soft Limited,28/04/2025,https://www.bsesme.com/download/391808/SME_IPO/DRHP_20250428234810.pdf
218,Aritas Vinyl Limited,26/04/2025,https://www.bsesme.com/download/353892/Addendum_DRHP_merged_20250715190813.pdf
219,Bhavik Enterprises Limited,25/04/2025,https://www.bsesme.com/download/361382/Bhavik%20Enterprises%20Limited_20250922130606.pdf
220,Shlokka Dyes Limited,25/04/2025,https://www.bsesme.com/download/312526/FinaL_DRHP_20250425131802.pdf
221,Kiaasa Retail Limited,18/04/2025,https://www.bsesme.com/download/312066/Kiaasa%20Retail%20Limited_DRHP_18.04.2025_20250418142356.pdf
222,Monika Alcobev Limited,14/04/2025,https://www.bsesme.com/download/351552/AddendumandDRHPMAL_20250609133225.pdf
223,Essex Marine Limited,09/04/2025,https://www.bsesme.com/download/339534/Draft%20Prospectus_Essex%20Marine%20Limited_Final%20DP_20250409193051.pdf
224,LAPL Automotive Limited,04/04/2025,https://www.bsesme.com/download/311417/Draft%20Prospectus_LAPL_20250404231235.pdf
225,Mittal Sections Limited,31/03/2025,https://www.bsesme.com/download/367571/DRHP_Addendum_with%20DRHP_20250807144900.pdf
226,Sodhani Capital Limited,31/03/2025,https://www.bsesme.com/download/387803/Sodhani%20Capital%20Limited%20_DP%20_Final_BSE_20250331231030.pdf
227,M P K STEELS (I) LIMITED,31/03/2025,https://www.bsesme.com/download/334863/MPKDRHPwithfinancials_20250331224636.pdf
228,Umiya Mobile Limited,31/03/2025,https://www.bsesme.com/download/338157/Umiya%20Mobile%20Limited_Draft%20Prospectus_20250331221018.pdf
229,Modern Diagnostic & Research Centre Limited,31/03/2025,https://www.bsesme.com/download/320370/SME_IPODRHP_with_Addendum_MDRCL_20251212165301.pdf
230,Oremet Alloys And Castings Limited,31/03/2025,https://www.bsesme.com/download/308290/DRHP_Oremet%20Alloys%20And%20Castings%20Limited_20250331203456.pdf
231,Swastika Castal Ltd,31/03/2025,https://www.bsesme.com/download/387849/Addendum_and_DP_Final_20250613131940.pdf
232,Kasturi Metal Composite Limited,31/03/2025,https://www.bsesme.com/download/324566/SME_IPOAddendum_DRHP_20250724155846.pdf
233,Goel Construction Company Limited,31/03/2025,https://www.bsesme.com/download/356910/GCCL_Addendum_and_DRHP_20250620171324.pdf
234,ANKIT GOLD LIMITED,31/03/2025,https://www.bsesme.com/download/305204/Ankit%20Gold%20Limted%20Draft%20Prospectus%20dated%20March%2029%202025_20250331134729.pdf
235,Chiraharit Limited,31/03/2025,https://www.bsesme.com/download/332366/DP_BSE_Chiraharit_29032025_Final_20250331021617.pdf
236,Zelio E-Mobility Limited,30/03/2025,https://www.bsesme.com/download/321673/SME_IPOZelio_E-Mobility_Limited_20250404152412.pdf
237,JAY AMBE SUPERMARKETS LIMITED,29/03/2025,https://www.bsesme.com/download/323651/DRHP_Addendum_JASL_20250623180909.pdf
238,Ameenji Rubber Limited,29/03/2025,https://www.bsesme.com/download/342882/Ameenji_DRHP_withAddendum_20250723163712.pdf
239,Kanone Technologies Limited,29/03/2025,https://www.bsesme.com/download/324090/DPKanone29032025linkedfinal_20250329175432.pdf
240,Shipwaves Online Limited,29/03/2025,https://www.bsesme.com/download/381943/DP_BSE_Shipwaves_27032025_Final_20250329003006.pdf
241,Mehul Colours Limited,28/03/2025,https://www.bsesme.com/download/358340/DRHPMEHUL01072025_20250701184817.pdf
242,Sampat Aluminium Limited,28/03/2025,https://www.bsesme.com/download/390515/AddendumDRHP_20250709194531.pdf
243,Advance Technoforge Limited,28/03/2025,https://www.bsesme.com/download/386103/Advance%20Technoforge%20Draft%20Prospectus_20250328194744.pdf
244,Bedi Steels Limited,28/03/2025,https://www.bsesme.com/download/348283/DRHP_20250328191950.pdf
245,Hannah Joseph Hospital Limited,27/03/2025,https://www.bsesme.com/download/339078/HJHL%20DRHP%2027.03.2025_20250327232504.pdf
246,Karbonsteel Engineering Limited,27/03/2025,https://www.bsesme.com/download/393491/Karbonsteel%20engineering%20drhp_20250722153544.pdf
247,Apollo Techno Industries Limited,27/03/2025,https://www.bsesme.com/download/363362/AddendumDRHP_20250620172227.pdf
248,Riddhi Display Equipments Limited,27/03/2025,https://www.bsesme.com/download/310671/Riddhi%20DisplayAddendum&amp;DRHP_20250715183627.pdf
249,STAR IMAGING AND PATH LAB LIMITED,26/03/2025,https://www.bsesme.com/download/393830/DRHP_Addendum_Starimaging_20250709185859.pdf
250,Grace Renewable Energy Limited,26/03/2025,https://www.bsesme.com/download/360678/DRHP_Grace_25032025_20250326001526.pdf
251,Gallard Steel Limited,25/03/2025,https://www.bsesme.com/download/308557/Gallard%20DRHP_20250325213006.pdf
252,Chemkart India Limited,21/03/2025,https://www.bsesme.com/download/359161/Addendum&amp;DRHP_20250530124429.pdf
253,NSB BPO Solutions Limited,19/03/2025,https://www.bsesme.com/download/302582/NSB%20BPO%20SOLUTIONS%20LIMITED_20250319174954.pdf
254,B. D. Industries (Pune) Limited,07/03/2025,https://www.bsesme.com/download/368880/Addendum%20along%20with%20DRHP_20250527132118.pdf
255,Yajur Fibres Limited,06/03/2025,https://www.bsesme.com/download/398442/YajurDRHPFilingVersion17032025_20250317193944.pdf
256,GAME CHANGERS TEXFAB LIMITED,03/03/2025,https://www.bsesme.com/download/349939/DRHP_GameChangers_20250303235500.pdf
257,UNITED TECHFAB LIMITED,01/03/2025,https://www.bsesme.com/download/318043/United%20Techfab%20Limited_DP_20250301001632.pdf
258,Solvex Edibles Limited,28/02/2025,https://www.bsesme.com/download/314176/FINALDPSOLVEX_20250228230733.pdf
259,Mahamaya Lifesciences Limited,27/02/2025,https://www.bsesme.com/download/308547/AddendumandDRHPMahamayaLifesciences30072025_20250730174736.pdf
260,LGT Business Connextions Limited,27/02/2025,https://www.bsesme.com/download/327881/LGT%20Business%20Connextions%20Limited_20250227131426.pdf
261,Neptune Holidays Limited,23/02/2025,https://www.bsesme.com/download/377244/NeptuneHolidaysLimitedDRHPfilingversion_20250223164149.pdf
262,Chatterbox Technologies Limited,22/02/2025,https://www.bsesme.com/download/316175/Chatterbox_DRHP_22022025_with_addendum_20250825170258.pdf
263,INFRAPRIME LOGISTICS TECHNOLOGIES LIMITED,21/02/2025,https://www.bsesme.com/download/344292/DRHP_IPLT_21.02.2025_20250221194413.pdf
264,EverestIMS Technologies Limited,19/02/2025,https://www.bsesme.com/download/338040/EverestIMS%20DRHP_19022025_20250219222905.pdf
265,FFS Defence Engineering Limited,18/02/2025,https://www.bsesme.com/download/303264/FFS%20Defence%20Engineering%20Limited%20-%20Draft%20Prospectus_20250218182022.pdf
266,Turtle Infratrade Limited,13/02/2025,https://www.bsesme.com/download/301810/Turtle%20Infratrade%20Limited%20-%20Draft%20Prospectus_20250213161655.pdf
267,Icodex Publishing Solutions Limited,12/02/2025,https://www.bsesme.com/download/377541/SME_IPOIcodexAddendumandDRHPmergedMay162025_20250516133225.pdf
268,Leapfrog Engineering Services Limited,04/02/2025,https://www.bsesme.com/download/352101/DRHP%20with%20Addendum_BSE_Leapfrog_20250624130315.pdf
269,Taiyo Feed Mill Limited,04/02/2025,https://www.bsesme.com/download/330693/AddendumandDRHPTaiyo_20250529134152.pdf
270,Shining Tools Ltd,31/01/2025,https://www.bsesme.com/download/381347/Shining_Tools_DRHP_20250131225827.pdf
271,WESTERN OVERSEAS STUDY ABROAD LIMITED,30/01/2025,https://www.bsesme.com/download/300738/FINAL%20DP%20-%20WOSA_20250130184430.pdf
272,Grandmaa International Limited,29/01/2025,https://www.bsesme.com/download/376819/DRHP_Grandmaa_20250130114006.pdf
273,Satol Chemicals Limited,25/01/2025,https://www.bsesme.com/download/376929/DP_BSE_Satol%20Chemicals_with%20Addedndum_20250512124223.pdf
274,ASSTON PHARMACEUTICALS LIMITED,20/01/2025,https://www.bsesme.com/download/355593/SME_IPO/DRHP_ASSTON%20PHARMACEUTICALS%20LIMITED_20250120210724.pdf
275,Home Zone Rubber Solutions Limited,18/01/2025,https://www.bsesme.com/download/367293/DRHP_HomeZone_20250206193207.pdf
276,Riddhi Display Equipments Limited,17/01/2025,https://www.bsesme.com/download/310671/DRHP_Riddhi_17012025_20250117214718.pdf
277,Shlokka Dyes Limited,16/01/2025,https://www.bsesme.com/download/312526/Draft%20Prospectus_Final_16.01.2025_20250117183042.pdf
278,Abram Food Limited,15/01/2025,https://www.bsesme.com/download/382470/AddendumAbram_20250610132630.pdf
279,CFF Fluid Control Ltd,13/01/2025,https://www.bsesme.com/download/12904/DraftProspectus_20250113190127.pdf
280,JKV SOLUTIONS LIMITED,10/01/2025,https://www.bsesme.com/download/373936/Draft%20ProspectusJKVSOLUTIONSLIMITED_20250110231621.pdf
281,Globtier Infotech limited,09/01/2025,https://www.bsesme.com/download/363410/Addendum%20to%20the%20Prospectus_20250516114841.pdf
282,Gujarat Peanut and Agri Products Limited,08/01/2025,https://www.bsesme.com/download/315190/DP_GPPL_BSE_07012025_Final_20250108230454.pdf
283,Oval Projects Engineering Limited,07/01/2025,https://www.bsesme.com/download/349114/Oval%20Projects%20Engineering%20Ltd_Draft%20Red%20Herring%20Prospectus_20250107130713.pdf
284,Archee Group Contracts Limited,31/12/2024,https://www.bsesme.com/download/361452/DRHP_30.12.2024_20241231221233.pdf
285,Vyara Tiles Limited,31/12/2024,https://www.bsesme.com/download/388932/DRHP_Vyara_20241231192734.pdf
286,ENPROCON ENTERPRISE LIMITED,31/12/2024,https://www.bsesme.com/download/345929/EnProCon_31_12_2024_DRHP_BSE__20241231183725.pdf
287,Crazy Snacks Limited,31/12/2024,https://www.bsesme.com/download/310886/Addendum_DRHP_20250701141809.pdf
288,PATEL CHEM SPECIALITIES LIMITED,31/12/2024,https://www.bsesme.com/download/367012/DRHP_Addendum_Patel_Chem_Specialities_Ltd_31122024_20250403121448.pdf
289,Shree Refrigerations Limited,30/12/2024,https://www.bsesme.com/download/338761/Addendum_DRHP_SRL_20250605174712.pdf
290,Glen Industries Limited,30/12/2024,https://www.bsesme.com/download/321318/SME_IPO/Addendum_and_DRHP_04042025_20250404162441.pdf
291,Safecure Services Limited,27/12/2024,https://www.bsesme.com/download/342661/Safecure%20Addendum%20With%20DP_20250822183330.pdf
292,Sharvaya Metals Limited,26/12/2024,https://www.bsesme.com/download/375267/DRHP_Addendum_to%20_DRHP_20250527171726.pdf
293,Manoj Jewellers Limited,24/12/2024,https://www.bsesme.com/download/310113/DraftProspectusMJL_20241224200652.pdf
294,Valencia India Limited,20/12/2024,https://www.bsesme.com/download/341151/DRHP_20241220230619.pdf
295,Technowire Data Science Limited,19/12/2024,https://www.bsesme.com/download/344230/Technowire%20Data%20Science%20Limited%20-%20Draft%20Prospectus_20241219000737.pdf
296,Vandan Foods Limited,18/12/2024,https://www.bsesme.com/download/323457/addendumvandandrhpfinal_20250313132019.pdf
297,NAKSHATRA ASSET VENTURES LIMITED,14/12/2024,https://www.bsesme.com/download/368402/DRHP_Nakshatra_20241214234235.pdf
298,Shayona Engineering Ltd.,14/12/2024,https://www.bsesme.com/download/341713/Shayona%20Engineering%20Limited%20DRHP_20241214224141.pdf
299,SURIFRESH EXTRACT LIMITED,14/12/2024,https://www.bsesme.com/download/371240/DRHP_Surifresh_20241214214420.pdf
300,Amtech Esters Limited,13/12/2024,https://www.bsesme.com/download/318838/DRHP%20AMTECH_20241213190314.pdf
301,Meta Infotech Limited,12/12/2024,https://www.bsesme.com/download/389961/Addendum_DRHP_20250512124227.pdf
302,Unified Data- Tech Solutions Limited,10/12/2024,https://www.bsesme.com/download/388787/SME_IPOUNIFIED%20DATA-%20TECH%20SOLUTIONS%20LIMITED_20250404162111.pdf
303,Marc Loire Fashions Limited,09/12/2024,https://www.bsesme.com/download/326872/DP_Marc%20Loire_BSE_07122024_Final_20241209230044.pdf
304,Rachit Prints Limited,03/12/2024,https://www.bsesme.com/download/371088/Addendumand%20DRHP_20250526131405.pdf
305,Beezaasan Explotech Limited,30/11/2024,https://www.bsesme.com/download/323425/DRHPBeezaasanExplotechLimited_20241130223137.pdf
306,KVS Castings Limited,29/11/2024,https://www.bsesme.com/download/354314/Addendum_DRHP_20250505153943.pdf
307,AMRUT DREDGING AND SHIPPING LIMITED,26/11/2024,https://www.bsesme.com/download/313961/ADSL_DRHP_20241126125629.pdf
308,Spinaroo Commercial Limited,21/11/2024,https://www.bsesme.com/download/300498/1_DP_BSE_Spinaroo_21112024_Final_20241121210654.pdf
309,3B FILMS LIMITED,12/11/2024,https://www.bsesme.com/download/391368/1.%20Addendum%20with%20DP_20250228175856.pdf
310,Sugs Lloyd Limited,12/11/2024,https://www.bsesme.com/download/352046/Addendum_DRHP_20250512122609.pdf
311,Goblin India Ltd,11/11/2024,https://www.bsesme.com/download/12202/GIL%20-%20FPO%20-%20DP_20241111181808.pdf
312,Repono Limited,28/10/2024,https://www.bsesme.com/download/317253/SME_IPO/Addendum_With_DRHP_20250307120855.pdf
313,Yash Highvoltage Limited,16/10/2024,https://www.bsesme.com/download/313881/YASHDRHPAddendum_20241129125945.pdf
314,Max Supreme Textiles Ltd,01/10/2024,https://www.bsesme.com/download/310352/DPAddendum05062025_20250607140441.pdf
315,Infinity Infoway Limited,01/10/2024,https://www.bsesme.com/download/397071/DRHPInfinity_20241029154935.pdf
316,Nilachal Carbo Metalicks Limited,01/10/2024,https://www.bsesme.com/download/323671/Nilachal%20Draft%20Prospectus%20with%20Addendum_20250512135016.pdf
317,RUKMANI DEVI GARG AGRO IMPEX LIMITED,01/10/2024,https://www.bsesme.com/download/341758/Combined%20Addendum_DRHP_20250519114748.pdf
318,Pind Hospitality Limited,01/10/2024,https://www.bsesme.com/download/367044/updatedDRHP21112024PindBSE_20241122205413.pdf
319,SANJEEVANI AGROFOODS LIMITED,01/10/2024,https://www.bsesme.com/download/349996/AddendumDRHP_SanjeevaniAgrofoodsLimited_20250417130355.pdf
320,Vashishtha Luxury Fashion Limited,01/10/2024,https://www.bsesme.com/download/318126/Addendum_to_DRHP_VLFL_20250430165938.pdf
321,Rikhav Securities Limited,01/10/2024,https://www.bsesme.com/download/353459/DRHP_Rikhav_20240930235958.pdf
322,AJC Jewel Manufacturers Limited,30/09/2024,https://www.bsesme.com/download/383499/DRHPAJCJeweL_20240930235916.pdf
323,CREATEROI FINANCIAL CONSULTANCY LIMITED,30/09/2024,https://www.bsesme.com/download/320155/CreateROI%20DP_20240930235857.pdf
324,Desco Infratech Limited,30/09/2024,https://www.bsesme.com/download/321600/DescoDRHPandAddendum_20250214093913.pdf
325,OSPYN Technologies Limited,30/09/2024,https://www.bsesme.com/download/344136/SME_IPODRHP_Ospyn_20240930233804.pdf
326,Netanalytiks Technologies Limited,30/09/2024,https://www.bsesme.com/download/328445/DP_Netanalytiks_BSE_30092024_Final_20240930222213.pdf
327,Skill Tree Consulting Limited,30/09/2024,https://www.bsesme.com/download/344832/Final%20DRHP%20-STCL_20240930205105.pdf
328,Infonative Solutions Limited,30/09/2024,https://www.bsesme.com/download/345798/SME_IPODRHP_30.09.2024%20Final_20240930195400.pdf
329,Om Metallogic Limited,30/09/2024,https://www.bsesme.com/download/344643/DP-%20OML_compressed_20240930171018.pdf
330,NIS Management Limited,30/09/2024,https://www.bsesme.com/download/330406/NIS-DRHP-Final_20240930160334.pdf
331,Icon Facilitators Limited,30/09/2024,https://www.bsesme.com/download/368878/AddendumAndDRHP_20250312184443.pdf
332,Ace Alpha Tech Limited,29/09/2024,https://www.bsesme.com/download/304244/Addendum_DRHP_20250512141026.pdf
333,Super Iron Foundry Ltd,28/09/2024,https://www.bsesme.com/download/332499/DP%20with%20Adendum_20250206135532.pdf
334,Integrum Energy Infrastructure Limited,28/09/2024,https://www.bsesme.com/download/333998/DRHP_Integrum_BSE_SME_28_09_2024_Merged_with_Addendum_20250613104521.pdf
335,Monarch Surveyors and Engineering Consultants Limited,28/09/2024,https://www.bsesme.com/download/369078/DRHP_Monarch_28.09.2024_20240928220829.pdf
336,BLT LOGISTICS LIMITED,28/09/2024,https://www.bsesme.com/download/367324/DRHP_BLT_20240928213349.pdf
337,GRE RENEW ENERTECH LIMITED,28/09/2024,https://www.bsesme.com/download/360109/GRE_Final%20DRHP_28.09_QR_Final_20240928201217.pdf
338,Valplast Technologies Limited,27/09/2024,https://www.bsesme.com/download/357894/AddendumDRHP_20250526154831.pdf
339,Durgadevi Raiment Limited,27/09/2024,https://www.bsesme.com/download/332773/Durgadevi%20Raiment%20Limited%20Draft%20Prospectus_20240927195207.pdf
340,N R GOLD LIMITED,27/09/2024,https://www.bsesme.com/download/362890/Draft%20Prospectus_NR%20GOld_final_20241003171015.pdf
341,Radiant Innovative Manufacturing Limited,26/09/2024,https://www.bsesme.com/download/323795/DRHP_Radiant_20240926223811.pdf
342,Neev Credit Limited,26/09/2024,https://www.bsesme.com/download/385514/DRHP_Neev%20Credit%20Limited_20240930132649.pdf
343,Austere Systems Limited,26/09/2024,https://www.bsesme.com/download/361256/Addendum_and_DRHP_20250526113504.pdf
344,Takyon Networks Limited,24/09/2024,https://www.bsesme.com/download/310216/DRHP_Takyon_24092024_20240924231249.pdf
345,Shanmuga Hospital Limited,23/09/2024,https://www.bsesme.com/download/393520/DP%20with%20Addendum_Shanmuga_Final_20250122125326.pdf
346,LIOTECH INDUSTRIES LIMITED,23/09/2024,https://www.bsesme.com/download/358221/Liotech%20Industries%20Limited_20240923180429.pdf
347,IKEDA LIMITED,21/09/2024,https://www.bsesme.com/download/322671/FinalDRHPIkedafinal_20240921190451.pdf
348,Aten Papers and Foam Limited,20/09/2024,https://www.bsesme.com/download/323561/AtenDRHPAddendum_20250221201254.pdf
349,NEETU YOSHI LIMITED,18/09/2024,https://www.bsesme.com/download/341310/NeetuYoshiDRHP_20240918070333.pdf
350,Srigee DLM Limited,18/09/2024,https://www.bsesme.com/download/399962/SME_IPODRHP_Final_20240918045212.pdf
351,Nukleus Office Solutions Limited,17/09/2024,https://www.bsesme.com/download/397306/DraftProspectus_20240917153757.pdf
352,Malpani Pipes & Fittings Limited,16/09/2024,https://www.bsesme.com/download/399907/DRHP%2016.09.2024_20240916224922.pdf
353,Praruh Technologies Limited,16/09/2024,https://www.bsesme.com/download/350730/DRHP%20with%20Addendum_Praruh%20Technologies%20Limited_20250519134537.pdf
354,Paradeep Parivahan Limited,12/09/2024,https://www.bsesme.com/download/367201/DRHP_PPL_20240912215735.pdf
355,SOLARIUM GREEN ENERGY LIMITED,11/09/2024,https://www.bsesme.com/download/387106/DRHP_Solarium_20240911234442.pdf
356,NAPS Global India Limited,10/09/2024,https://www.bsesme.com/download/334388/Draft_Prospectus_with_Addendum_20241219174405.pdf
357,Leo Dryfruits & Spices Trading Limited,03/09/2024,https://www.bsesme.com/download/387835/DRHP_%20Leo%20Dryfruits_20240903210601.pdf
358,Adcounty Media India Limited,30/08/2024,https://www.bsesme.com/download/363523/Addendum_DRHP_20250512135035.pdf
359,INDOBELL INSULATIONS LIMITED,29/08/2024,https://www.bsesme.com/download/372520/DP_Indobell_BSE_29082024_20240829230829.pdf
360,Solar91 Cleantech Limited,29/08/2024,https://www.bsesme.com/download/313616/DRHP_Addendum_Solar91_20241128145059.pdf
361,CRYOGENIC OGS LIMITED,28/08/2024,https://www.bsesme.com/download/381341/SME_IPODRHP_Cryogenic_20241217181118.pdf
362,Astonea Labs Ltd,27/08/2024,https://www.bsesme.com/download/316805/DRHP%20ASTONEA%20LABS%20LTD_16.08.24_20240830124837.pdf
363,DSM Fresh Foods Limited,26/08/2024,https://www.bsesme.com/download/387265/Addendum_DRHP_DSM_20250509185644_20250512104535.pdf
364,Technichem Organics Limited,23/08/2024,https://www.bsesme.com/download/310659/Addendum_DRHP_Technichem-Organics-Limited_20241217183602.pdf
365,Landmark Immigration Consultants Limited,23/08/2024,https://www.bsesme.com/download/327379/DRHPAddendum_Landmark_20250103171250.pdf
366,EUREKA CONVEYOR BELTINGS LIMITED,22/08/2024,"https://www.bsesme.com/download/372761/Draft%20Red%20Herring%20Prospectus-Eureka%20Conveyor%20dated%20August%2022,%202024_20240822172811.pdf"
367,L.K.Mehta Polymers Limited,15/08/2024,https://www.bsesme.com/download/385448/DP_LK%20Mehta_15082024_20240820181101.pdf
368,SPECIALITY MEDICINES LIMITED,14/08/2024,https://www.bsesme.com/download/354383/DRHP%2014-08-2024_20240814070333.pdf
369,Quanto Agroworld Limited,09/08/2024,https://www.bsesme.com/download/360290/QUANTO%20AGROWORLD%20LIMITED%20-%20DRHP%20-%2009082024_20240809175644.pdf
370,Rajesh Power Services Limited,08/08/2024,https://www.bsesme.com/download/337973/AddendumWithDRHP_20241111175913.pdf
371,Creativity At Best Technologies Limited,07/08/2024,https://www.bsesme.com/download/382412/DRHP_20240807121503.pdf
372,Fabtech Technologies Cleanrooms Limited,02/08/2024,https://www.bsesme.com/download/301133/Addendum-cum-DRHP_20241206162332.pdf
373,B.R.Goyal Infrastructure Limited,02/08/2024,"https://www.bsesme.com/download/315909/Draft_Red_Herring_Prospectus_BRG%20dated%20August%2002,%202024_20240802201212.pdf"
374,Richesm Healthcare Limited,01/08/2024,https://www.bsesme.com/download/380930/Richesm_DRHP_Final_20240801111052.pdf
375,NISUS FINANCE SERVICE CO LIMITED,31/07/2024,https://www.bsesme.com/download/345061/Addendum_with_DRHP_20241107130703.pdf
376,FLYWINGS SIMULATOR TRAINING CENTRE LIMITED,31/07/2024,https://www.bsesme.com/download/321135/DRHP_Flywings_20240731205602.pdf
377,CLN Energy Limited,31/07/2024,https://www.bsesme.com/download/343256/Addendum_and_DRHP_CLN_20241119171830.pdf
378,PDP Shipping & Projects Limited,30/07/2024,https://www.bsesme.com/download/399731/PDP%20Draft%20Prospectus_20240730132307.pdf
379,Hamps Bio Limited,30/07/2024,https://www.bsesme.com/download/341287/Addendum-Hamps%20Bio%20Limited%20Draft%20Prospectus_20241112115014.zip
