Company Name,City,Industry Segment,Website,Revenue Band,CIN,Promoter/Decision-Maker,Tailwinds,Differentiation Evidence,Source,Evidence Tags Normalized,ICP_Criteria_Met_Count,ICP_Coverage_Score,ICP_Weighted_Score,ICP_Blended_Weighted_Score,Blended_C1,Blended_C2,Blended_C3,Blended_C4,Blended_C5,Blended_C6,Step9_QA_Tags,Step9_QA_Flag_Count,Step9_Outreach_Note
ChemAxis Specialty Ltd,Gujarat,Manufacturing / Industrial,chemaxisspecialty.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemcrest Advanced Ltd,Gujarat,Manufacturing / Industrial,chemcrestadv.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemcrest Polymers Ltd,Gujarat,Manufacturing / Industrial,chemcrestpolymers.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemEdge Global Ltd,Gujarat,Manufacturing / Industrial,chemedgeglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemEdge Industries Ltd,Gujarat,Manufacturing / Industrial,chemedge.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemEdge Specialty Ltd,Gujarat,Manufacturing / Industrial,chemedgespecialty.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemisphere Inorganics Ltd,Gujarat,Manufacturing / Industrial,chemisphereinorganics.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemline Global Ltd,Gujarat,Manufacturing / Industrial,chemlineglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemline Inorganics Ltd,Gujarat,Manufacturing / Industrial,chemlineinorganics.com,₹60–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemline Specialty Ltd,Gujarat,Manufacturing / Industrial,chemlineadv.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Chemnova Specialty Ltd,Gujarat,Manufacturing / Industrial,chemnova.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemPro Advanced Ltd,Gujarat,Manufacturing / Industrial,chemproadv.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemPro Global Ltd,Gujarat,Manufacturing / Industrial,chemproglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemPro Specialty Ltd,Gujarat,Manufacturing / Industrial,chemprospecialty.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemPure Advanced Ltd,Gujarat,Manufacturing / Industrial,chempureadv.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ChemPure Global Ltd,Gujarat,Manufacturing / Industrial,chempureglobal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Clay Craft India Ltd,Jaipur,Manufacturing / Industrial,claycraftindia.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Coreintegra Consulting Services Ltd,Mumbai,Manufacturing / Industrial,coreintegra.com,₹30–60 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Deepak Chemtex Limited,"Aawashi, 28/1A, A/P Adgul Aawashi, Lote, Ratnagiri, Ratnagiri, Maharashtra, India, 415722",unspecified_see_drhp,www.bigshareonline.com; www.deepakchemtex.in; www.hemsecurities.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned,4,67,65.0,65.0,0.0,5.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
Defcom Technologies Ltd,Bengaluru,Manufacturing / Industrial,defcomtech.com,₹100–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DefenceCore Advanced Ltd,Pune,Manufacturing / Industrial,defencecoreadv.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DefenceCore Ltd,Pune,Manufacturing / Industrial,defencecore.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DefenceCore Systems Ltd,Pune,Manufacturing / Industrial,defencecoresystems.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DefenceWorks Ltd,Pune,Manufacturing / Industrial,defenceworks.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Defendex Armour Ltd,Delhi NCR,Manufacturing / Industrial,defendexarmour.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Defendex Global Ltd,Pune,Manufacturing / Industrial,defendexglobal.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Defendex Systems Ltd,Pune,Manufacturing / Industrial,defendexsystems.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DefendTech Armour Ltd,Delhi NCR,Manufacturing / Industrial,defendtecharmour.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DefendTech Systems Ltd,Delhi NCR,Manufacturing / Industrial,defendtechsystems.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Deftron Advanced Ltd,Pune,Manufacturing / Industrial,deftronadv.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Deftron Defence Ltd,Pune,Manufacturing / Industrial,deftrondefence.com,₹120–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Deftronics Systems Ltd,Bengaluru,Manufacturing / Industrial,deftronics.com,₹100–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Dhara Rail Projects Ltd,Gujarat,Manufacturing / Industrial,dhararail.com,₹100–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
DNV Food Products Ltd,Gujarat,Manufacturing / Industrial,dnvfoods.com,₹40–70 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
E To E Transportation Infrastructure Ltd,Delhi NCR,Manufacturing / Industrial,etoeinfra.com,₹100–200 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_dec_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Ecoline Exim Ltd,Mumbai,Manufacturing / Industrial,ecolineexim.com,₹50–90 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ElectraMed Instruments Ltd,Pune,Manufacturing / Industrial,electramed.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ElectroHeal Devices Ltd,Pune,Manufacturing / Industrial,electrohealdevices.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ElectroHeal Instruments Ltd,Pune,Manufacturing / Industrial,electroheal.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Encompass Design India Ltd,Gurugram,Manufacturing / Industrial,encompassdesign.in,₹30–60 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_nov_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
EPW India Ltd,Delhi NCR,Manufacturing / Industrial,epwindia.com,₹30–60 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Fascinate Textiles Ltd,Surat,Manufacturing / Industrial,fascinatetextiles.com,₹40–80 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Finbud Financial Services Ltd,Mumbai,Manufacturing / Industrial,finbudfinance.com,₹50–90 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_oct_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Fractal Industries Limited,"Kurla Rd, Andheri East, Mumbai - 400072, Maharashtra. Our Promoters 1. Pankaj Bishwanath Agrawal 2. Priti Pankaj Agrawal",unspecified_see_drhp,https://fractalindustries.in/,Extract from restated financials in DRHP (pattern not matched).,,Could not download DRHP PDF/ZIP for promoter extraction.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,4,67,65.0,65.0,0.0,5.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat|generic_web_or_thin_ops_narrative,2,QA flagged
Greenvolt Energy Systems Ltd,Chennai,Manufacturing / Industrial,greenvoltenergy.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Grover Jewells Ltd,Delhi NCR,Manufacturing / Industrial,groverjewells.com,₹80–150 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jan_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Himalayan Solar Ltd,Himachal Pradesh,Manufacturing / Industrial,himalayansolar.com,₹40–80 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Ic Electricals Company Ltd,Delhi NCR,Manufacturing / Industrial,icelectricals.com,₹50–100 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Immunex Biotech Ltd,Pune,Manufacturing / Industrial,immunexbiotech.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
ImmunoCare Biotech Ltd,Pune,Manufacturing / Industrial,immunocarebiotech.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_feb_2026,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Inspros Engineers Ltd,Pune,Manufacturing / Industrial,insprosengineers.com,₹40–70 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_jul_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
Jagdamba Polymers Ltd,Jaipur,Manufacturing / Industrial,jagdambapolymers.com,₹70–120 Cr,,,bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity,no_structured_differentiation_tag,data_with_dsir_recognition.csv+final_merged_dsir_promoters.csv,no_structured_differentiation_tag|bse_sme_ipo_drhp_pipeline|make_in_india_manufacturing|capital_markets_ipo_activity|ipo_filed_sep_2025,4,67,65.0,65.0,5.0,5.0,0.0,0.0,5.0,5.0,,0,QA clean
JKV SOLUTIONS LIMITED,"9th Floor - 903, B - Square, Near Neptune House, Iscon Ambli Brts Road, Ahmedabad - 380058, Gujarat, India",unspecified_see_drhp,www.aftertrade.in; www.bigshareonline.com; www.jkvsolutions.com,Extract from restated financials in DRHP (pattern not matched).,,Promoter names not machine-extracted from sampled DRHP pages; verify in IPO prospectus or LinkedIn.,bse_sme_ipo_drhp_pipeline,iso_certification_mention,drhp_companies_specified_format.csv+final_merged_dsir_promoters.csv,iso_certification_mention|bse_sme_ipo_drhp_pipeline|iso_certification_mentioned|subsidiary|group_structure,4,67,65.0,65.0,0.0,5.0,5.0,0.0,5.0,5.0,iso_only_differentiation_no_sector_moat,1,QA flagged
